count_point_id,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles
942285,6,London,176,Bromley,U,Minor,,,543447,171363,51.42313156,0.06178590,,
942284,6,London,176,Bromley,U,Minor,,,547496,162715,51.34438749,0.11639224,,
942283,6,London,176,Bromley,U,Minor,,,534749,168983,51.40387568,-0.06413868,,
942281,6,London,176,Bromley,U,Minor,,,535629,170064,51.41338039,-0.05108210,,
942278,6,London,176,Bromley,C,Minor,,,541029,164316,51.36041437,0.02423739,,
942277,6,London,176,Bromley,C,Minor,,,546167,163348,51.35041872,0.09758407,,
942276,6,London,176,Bromley,C,Minor,,,536047,168133,51.39592739,-0.04581491,,
942275,6,London,176,Bromley,C,Minor,,,543777,164633,51.36257469,0.06380695,,
942274,6,London,176,Bromley,C,Minor,,,542900,167639,51.38980679,0.05242536,,
942273,6,London,176,Bromley,C,Minor,,,537076,168706,51.40082928,-0.03081218,,
942272,6,London,176,Bromley,C,Minor,,,541272,169089,51.40324300,0.02961937,,
942271,6,London,176,Bromley,C,Minor,,,542394,159359,51.31552955,0.04184941,,
942268,6,London,176,Bromley,C,Minor,,,538931,167514,51.38966741,-0.00462880,,
942267,6,London,176,Bromley,C,Minor,,,542660,170152,51.41244806,0.04998726,,
942266,6,London,176,Bromley,B251,Minor,,,538558,168555,51.39911286,-0.00958044,,
942265,6,London,176,Bromley,B251,Minor,,,540474,166203,51.37750788,0.01701529,,
942264,6,London,176,Bromley,B230,Minor,,,537619,167414,51.38908792,-0.02351152,,
942263,6,London,176,Bromley,B230,Minor,,,537628,167829,51.39281493,-0.02322175,,
942262,6,London,176,Bromley,B265,Minor,,,540496,167111,51.38566153,0.01768951,,
942261,6,London,176,Bromley,B258,Minor,,,549540,167155,51.38374828,0.14758284,,
942260,6,London,176,Bromley,B258,Minor,,,547219,168049,51.39238727,0.11462462,,
942259,6,London,176,Bromley,B258,Minor,,,547752,167653,51.38869072,0.12211505,,
942258,6,London,118,Brent,U,Minor,,,516903,185533,51.55657873,-0.31510537,,
942257,6,London,118,Brent,U,Minor,,,523388,183730,51.53899556,-0.22223964,,
942256,6,London,118,Brent,U,Minor,,,518870,184170,51.54391817,-0.28720545,,
942255,6,London,118,Brent,U,Minor,,,517441,187268,51.57206070,-0.30676974,,
942254,6,London,118,Brent,U,Minor,,,522452,183012,51.53274625,-0.23597877,,
942251,6,London,118,Brent,U,Minor,,,517343,187942,51.57813851,-0.30795805,,
942250,6,London,118,Brent,U,Minor,,,521620,186133,51.56097549,-0.24688944,,
942249,6,London,118,Brent,U,Minor,,,520062,184968,51.55083825,-0.26975232,,
942248,6,London,118,Brent,U,Minor,,,519419,186704,51.56657668,-0.27843269,,
942247,6,London,118,Brent,U,Minor,,,521106,188768,51.58476761,-0.25339268,,
942246,6,London,118,Brent,U,Minor,,,517965,188793,51.58565711,-0.29869998,,
942245,6,London,118,Brent,U,Minor,,,519746,186470,51.56440440,-0.27379665,,
942244,6,London,118,Brent,C,Minor,,,518284,187681,51.57559638,-0.29447213,,
942243,6,London,118,Brent,C,Minor,,,519209,189833,51.59474253,-0.28039924,,
942242,6,London,118,Brent,C,Minor,,,519805,189905,51.59526356,-0.27177427,,
942241,6,London,118,Brent,C,Minor,,,521836,186478,51.56402964,-0.24365530,,
942239,6,London,118,Brent,C,Minor,,,519718,184138,51.54345162,-0.27499361,,
942237,6,London,118,Brent,C,Minor,,,518278,186881,51.56840776,-0.29482790,,
942236,6,London,118,Brent,C,Minor,,,523693,183435,51.53627764,-0.21794770,,
942233,6,London,118,Brent,B451,Minor,,,524307,183184,51.53388711,-0.20918808,,
942232,6,London,118,Brent,B4557,Minor,,,520612,185336,51.55402852,-0.26169741,,
942231,6,London,118,Brent,B451,Minor,,,524997,183499,51.53656587,-0.19913344,,
930397,6,London,176,Bromley,U,Minor,,,536030,170550,51.41765183,-0.04513324,,
930396,6,London,176,Bromley,U,Minor,,,536190,169030,51.40395398,-0.04341677,,
930395,6,London,176,Bromley,U,Minor,,,538420,165620,51.37277268,-0.01270451,,
930394,6,London,176,Bromley,U,Minor,,,546200,163710,51.35366315,0.09820609,,
930393,6,London,176,Bromley,U,Minor,,,546990,167410,51.38670510,0.11107118,,
930392,6,London,176,Bromley,C,Minor,,,543140,168500,51.39748297,0.05621872,,
930391,6,London,176,Bromley,C,Minor,,,540940,170090,51.41232043,0.02524736,,
930390,6,London,176,Bromley,C,Minor,,,546310,169840,51.40871516,0.10230601,,
930389,6,London,176,Bromley,C,Minor,,,539940,162490,51.34427484,0.00788979,,
930388,6,London,105,Greenwich,U,Minor,,,542160,174160,51.44858923,0.04441061,,
930387,6,London,105,Greenwich,U,Minor,,,543370,172440,51.43282875,0.06111508,,
930386,6,London,105,Greenwich,U,Minor,,,543470,176920,51.47305962,0.06436844,,
930385,6,London,105,Greenwich,U,Minor,,,538600,177170,51.47651898,-0.00560791,,
930384,6,London,105,Greenwich,C,Minor,,,539960,178790,51.49074199,0.01460408,,
930383,6,London,106,Bexley,U,Minor,,,548900,174000,51.44542084,0.14126513,,
930382,6,London,106,Bexley,U,Minor,,,547300,176360,51.46704451,0.11924163,,
930381,6,London,106,Bexley,U,Minor,,,550210,175700,51.46034998,0.16082293,,
930380,6,London,106,Bexley,U,Minor,,,545740,175530,51.45999003,0.09645703,,
930379,6,London,106,Bexley,C,Minor,,,548400,179430,51.49434220,0.13635561,,
930378,6,London,108,Wandsworth,U,Minor,,,526440,173290,51.44449528,-0.18199253,,
930377,6,London,108,Wandsworth,U,Minor,,,526770,175410,51.46347452,-0.17648766,,
930376,6,London,108,Wandsworth,U,Minor,,,528020,171530,51.42832340,-0.15990509,,
930375,6,London,177,Sutton,U,Minor,,,522900,166140,51.38101314,-0.23538058,,
930374,6,London,177,Sutton,U,Minor,,,528470,163290,51.35416799,-0.15641515,,
930373,6,London,177,Sutton,U,Minor,,,528190,165270,51.37202588,-0.15972087,,
930372,6,London,177,Sutton,U,Minor,,,525080,163580,51.35753008,-0.20497094,,
930371,6,London,204,Merton,C,Minor,,,524570,171440,51.42828235,-0.20953678,,
930370,6,London,204,Merton,U,Minor,,,529640,169220,51.40719568,-0.13745942,,
930369,6,London,204,Merton,U,Minor,,,523860,167900,51.39662255,-0.22097978,,
930368,6,London,134,Croydon,U,Minor,,,531960,163180,51.35238110,-0.10636471,,
930367,6,London,134,Croydon,U,Minor,,,531800,167140,51.38800603,-0.10719445,,
930366,6,London,134,Croydon,U,Minor,,,532960,170300,51.41613325,-0.08934967,,
930365,6,London,134,Croydon,C,Minor,,,535410,165570,51.37304763,-0.05594177,,
930364,6,London,134,Croydon,C,Minor,,,535430,161760,51.33880445,-0.05710404,,
930363,6,London,134,Croydon,U,Minor,,,535730,167140,51.38707983,-0.05074804,,
930362,6,London,93,"Tower Hamlets",U,Minor,,,535540,182580,51.52587623,-0.04756437,,
930361,6,London,93,"Tower Hamlets",C,Minor,,,535070,180250,51.50505072,-0.05522789,,
930360,6,London,167,Newham,U,Minor,,,540800,183780,51.53537345,0.02868751,,
930359,6,London,167,Newham,U,Minor,,,543080,182640,51.52455673,0.06107508,,
930358,6,London,167,Newham,U,Minor,,,539510,185050,51.54710589,0.01060388,,
930357,6,London,167,Newham,U,Minor,,,540440,181450,51.51452579,0.02257266,,
930356,6,London,165,Haringey,C,Minor,,,529390,189550,51.58995571,-0.13360350,,
930355,6,London,165,Haringey,U,Minor,,,534220,191060,51.60239502,-0.06334722,,
930354,6,London,165,Haringey,U,Minor,,,530650,188270,51.57816244,-0.11590150,,
930353,6,London,122,Hackney,C,Minor,,,535510,186150,51.55796429,-0.04662348,,
930352,6,London,122,Hackney,U,Minor,,,533280,182850,51.52884047,-0.08002086,,
930351,6,London,122,Hackney,U,Minor,,,533220,186060,51.55770087,-0.07967143,,
930350,6,London,96,Islington,U,Minor,,,531180,182850,51.52933209,-0.11027686,,
930349,6,London,96,Islington,U,Minor,,,529760,185960,51.55760889,-0.12958992,,
930348,6,London,96,Islington,U,Minor,,,532240,183750,51.53717289,-0.09466685,,
930347,6,London,96,Islington,U,Minor,,,530780,186940,51.56618028,-0.11452087,,
930346,6,London,145,Camden,U,Minor,,,524690,185100,51.55102217,-0.20299055,,
930345,6,London,145,Camden,C,Minor,,,528350,186190,51.55999800,-0.14983405,,
930344,6,London,145,Camden,U,Minor,,,530600,182080,51.52254654,-0.11891871,,
930343,6,London,174,"City of London",U,Minor,,,531830,181540,51.51740828,-0.10140179,,
930342,6,London,174,"City of London",U,Minor,,,532590,181760,51.51920756,-0.09037210,,
930341,6,London,174,"City of London",U,Minor,,,531880,180950,51.51209445,-0.10090222,,
930340,6,London,174,"City of London",U,Minor,,,533270,180970,51.51194822,-0.08087568,,
930339,6,London,174,"City of London",C,Minor,,,532670,181210,51.51424615,-0.08942668,,
930338,6,London,109,Westminster,U,Minor,,,529470,180920,51.51238164,-0.13562323,,
930337,6,London,109,Westminster,U,Minor,,,524910,182590,51.52841576,-0.20070951,,
930336,6,London,110,"Kensington and Chelsea",C,Minor,,,526500,179010,51.49588837,-0.17908472,,
930335,6,London,110,"Kensington and Chelsea",U,Minor,,,527590,178670,51.49258808,-0.16351406,,
930334,6,London,110,"Kensington and Chelsea",U,Minor,,,524280,181730,51.52082562,-0.21008999,,
930333,6,London,146,"Hammersmith and Fulham",U,Minor,,,525750,176420,51.47277883,-0.19080438,,
930332,6,London,146,"Hammersmith and Fulham",U,Minor,,,523620,177180,51.48007801,-0.22119144,,
930331,6,London,146,"Hammersmith and Fulham",U,Minor,,,523110,179260,51.49888285,-0.22780712,,
930330,6,London,146,"Hammersmith and Fulham",C,Minor,,,522310,181130,51.51586271,-0.23867825,,
930329,6,London,103,Southwark,U,Minor,,,532810,179870,51.50217124,-0.08791474,,
930328,6,London,103,Southwark,U,Minor,,,534980,175180,51.45951062,-0.05846057,,
930327,6,London,103,Southwark,C,Minor,,,533270,173050,51.44077394,-0.08386089,,
930326,6,London,103,Southwark,U,Minor,,,536250,180330,51.50548658,-0.03820553,,
930325,6,London,104,Lewisham,U,Minor,,,537760,175390,51.46072834,-0.01838901,,
930324,6,London,104,Lewisham,U,Minor,,,537050,173820,51.44679188,-0.02921016,,
930323,6,London,104,Lewisham,C,Minor,,,534770,172450,51.43502719,-0.06252012,,
930322,6,London,107,Lambeth,U,Minor,,,529280,174380,51.45365085,-0.14075125,,
930321,6,London,107,Lambeth,U,Minor,,,532310,175310,51.46130903,-0.09682094,,
930320,6,London,107,Lambeth,C,Minor,,,530860,172150,51.43324735,-0.11884828,,
930289,6,London,178,"Kingston upon Thames",U,Minor,,,521910,167160,51.39039379,-0.24924972,,
930288,6,London,178,"Kingston upon Thames",C,Minor,,,519710,166800,51.38762608,-0.28097495,,
930287,6,London,178,"Kingston upon Thames",U,Minor,,,518730,168720,51.40508864,-0.29441148,,
930286,6,London,178,"Kingston upon Thames",U,Minor,,,520110,169400,51.41090984,-0.27435049,,
930285,6,London,178,"Kingston upon Thames",C,Minor,,,518100,164040,51.36315636,-0.30501779,,
930284,6,London,111,Hounslow,U,Minor,,,511030,177440,51.48502340,-0.40233331,,
930283,6,London,111,Hounslow,U,Minor,,,512700,172690,51.44200052,-0.37980451,,
930282,6,London,111,Hounslow,U,Minor,,,514860,175810,51.46960866,-0.34772717,,
930281,6,London,111,Hounslow,U,Minor,,,511720,175510,51.46754045,-0.39300959,,
930280,6,London,111,Hounslow,C,Minor,,,508680,172890,51.44458252,-0.43756093,,
930279,6,London,147,Ealing,U,Minor,,,513050,182940,51.53405725,-0.37149168,,
930278,6,London,147,Ealing,U,Minor,,,516270,179910,51.50617121,-0.32608710,,
930277,6,London,147,Ealing,U,Minor,,,519370,181190,51.51702997,-0.28100824,,
930276,6,London,147,Ealing,U,Minor,,,520840,182390,51.52750281,-0.25942138,,
930275,6,London,118,Brent,U,Minor,,,522240,186360,51.56288188,-0.23787074,,
930274,6,London,118,Brent,U,Minor,,,523030,183870,51.54033185,-0.22735013,,
930273,6,London,118,Brent,C,Minor,,,520730,184600,51.54738858,-0.26024872,,
930272,6,London,118,Brent,C,Minor,,,520230,189220,51.58901693,-0.26587598,,
930271,6,London,66,Hillingdon,U,Minor,,,510490,190050,51.59846934,-0.40615189,,
930270,6,London,66,Hillingdon,U,Minor,,,506380,178590,51.49625367,-0.46893017,,
930269,6,London,66,Hillingdon,U,Minor,,,509070,179100,51.50032535,-0.43003777,,
930268,6,London,66,Hillingdon,U,Minor,,,511800,182100,51.52675605,-0.38977259,,
930267,6,London,66,Hillingdon,U,Minor,,,510380,187400,51.57467189,-0.40857220,,
930266,6,London,66,Hillingdon,U,Minor,,,507060,185880,51.56164965,-0.45692393,,
930265,6,London,66,Hillingdon,U,Minor,,,505800,182710,51.53339425,-0.47604645,,
930264,6,London,66,Hillingdon,U,Minor,,,509490,182580,51.53152258,-0.42290932,,
930263,6,London,66,Hillingdon,U,Minor,,,509710,180700,51.51458252,-0.42032388,,
930262,6,London,66,Hillingdon,C,Minor,,,508240,180090,51.50938312,-0.44168675,,
930261,6,London,66,Hillingdon,C,Minor,,,505720,188620,51.58653027,-0.47542358,,
930260,6,London,201,Havering,U,Minor,,,554810,190290,51.59019884,0.23338910,,
930259,6,London,201,Havering,U,Minor,,,551420,190010,51.58860412,0.18437215,,
930258,6,London,201,Havering,U,Minor,,,557280,187740,51.56660537,0.26787603,,
930257,6,London,201,Havering,U,Minor,,,551440,183370,51.52893803,0.18180482,,
930256,6,London,201,Havering,U,Minor,,,553080,186070,51.55275559,0.20660045,,
930255,6,London,201,Havering,C,Minor,,,551250,191640,51.60329523,0.18262260,,
930254,6,London,168,"Barking and Dagenham",U,Minor,,,544860,184390,51.53982814,0.08743401,,
930253,6,London,168,"Barking and Dagenham",U,Minor,,,548140,188310,51.57419945,0.13634443,,
930252,6,London,168,"Barking and Dagenham",U,Minor,,,549090,186540,51.55804597,0.14929325,,
930251,6,London,168,"Barking and Dagenham",C,Minor,,,546630,185150,51.54620015,0.11325420,,
930250,6,London,175,"Richmond upon Thames",U,Minor,,,519160,176430,51.47429288,-0.28563932,,
930249,6,London,175,"Richmond upon Thames",U,Minor,,,522250,176870,51.47758922,-0.24101737,,
930248,6,London,175,"Richmond upon Thames",U,Minor,,,513090,170360,51.42098110,-0.37493860,,
930247,6,London,185,Harrow,U,Minor,,,519090,190850,51.60390766,-0.28177200,,
930246,6,London,185,Harrow,U,Minor,,,511430,190070,51.59846404,-0.39257956,,
930245,6,London,185,Harrow,U,Minor,,,517220,189640,51.59342467,-0.30916537,,
930244,6,London,57,Barnet,U,Minor,,,527310,195810,51.64668564,-0.16133931,,
930243,6,London,57,Barnet,U,Minor,,,522820,189530,51.59124568,-0.22839930,,
930242,6,London,57,Barnet,U,Minor,,,525070,195510,51.64449191,-0.19380455,,
930241,6,London,57,Barnet,U,Minor,,,526100,193060,51.62224458,-0.17980838,,
930240,6,London,124,Redbridge,C,Minor,,,544120,190910,51.59860289,0.07944270,,
930239,6,London,124,Redbridge,U,Minor,,,540880,191750,51.60696959,0.03303218,,
930238,6,London,125,"Waltham Forest",U,Minor,,,538260,193730,51.62541013,-0.00399719,,
930237,6,London,125,"Waltham Forest",U,Minor,,,538400,188950,51.58242412,-0.00385958,,
930236,6,London,121,Enfield,U,Minor,,,534390,193230,51.62185461,-0.06006294,,
930235,6,London,121,Enfield,C,Minor,,,530500,197980,51.66545540,-0.11445094,,
930226,6,London,121,Enfield,U,Minor,,,535630,197750,51.66217457,-0.04041009,,
930069,6,London,177,Sutton,B279,Minor,,,525660,165470,51.37438807,-0.19597812,,
930068,6,London,201,Havering,B187,Minor,,,559370,187050,51.55981993,0.29769247,,
930067,6,London,178,"Kingston upon Thames",B283,Minor,,,521380,168490,51.40246086,-0.25640921,,
930066,6,London,111,Hounslow,B454,Minor,,,515360,178300,51.49188702,-0.33971937,,
930065,6,London,147,Ealing,B455,Minor,,,516240,182200,51.52675927,-0.32576417,,
900020,6,London,145,Camden,U,Minor,,,528560,186580,51.56345506,-0.14666384,,
900019,6,London,103,Southwark,U,Minor,,,535050,176510,51.47144605,-0.05694600,,
900018,6,London,177,Sutton,U,Minor,,,526080,165970,51.37878865,-0.18976981,,
900017,6,London,108,Wandsworth,U,Minor,,,523360,175590,51.46584469,-0.22548805,,
900016,6,London,96,Islington,B501,Minor,,,531730,182240,51.52372227,-0.10258062,,
900015,6,London,110,"Kensington and Chelsea",U,Minor,,,523810,180680,51.51149209,-0.21722948,,
900014,6,London,93,"Tower Hamlets",U,Minor,,,535220,182240,51.52289756,-0.05230483,,
900013,6,London,145,Camden,U,Minor,,,525260,185130,51.55116565,-0.19476316,,
900012,6,London,109,Westminster,U,Minor,,,529760,178610,51.49155551,-0.13229582,,
900011,6,London,134,Croydon,U,Minor,,,535990,165570,51.37290900,-0.04761418,,
900010,6,London,185,Harrow,U,Minor,,,514240,190740,51.60392329,-0.35180849,,
900009,6,London,168,"Barking and Dagenham",U,Minor,,,546110,183290,51.52962236,0.10498941,,
900008,6,London,111,Hounslow,U,Minor,,,518420,178130,51.48972741,-0.29572007,,
900007,6,London,66,Hillingdon,U,Minor,,,508350,181150,51.51888945,-0.43977694,,
900006,6,London,108,Wandsworth,C,Minor,,,524110,172730,51.43997694,-0.21569863,,
900005,6,London,121,Enfield,C,Minor,,,535830,198800,51.67156161,-0.03711257,,
900004,6,London,66,Hillingdon,C,Minor,,,506400,178400,51.49454212,-0.46869945,,
900003,6,London,111,Hounslow,B454,Minor,,,516400,177260,51.48232671,-0.32508840,,
900002,6,London,167,Newham,B165,Minor,,,542580,184730,51.54346316,0.05471805,,
900001,6,London,103,Southwark,B219,Minor,,,534120,174320,51.45198647,-0.07115759,,
820103,6,London,176,Bromley,U,Minor,,,534484,169836,51.41160406,-0.06762301,,
820102,6,London,177,Sutton,U,Minor,,,530300,162888,51.35013941,-0.13029649,,
812308,6,London,167,Newham,U,Minor,,,539945,181284,51.51315692,0.01537794,,
812295,6,London,122,Hackney,B111,Minor,,,534652,186666,51.56280651,-0.05879577,,
812245,6,London,103,Southwark,U,Minor,,,534927,174651,51.45476935,-0.05942460,,
812241,6,London,125,"Waltham Forest",U,Minor,,,539677,192409,51.61319058,0.01593383,,
812240,6,London,165,Haringey,C,Minor,,,532399,191458,51.60640271,-0.08947500,,
812239,6,London,177,Sutton,U,Minor,,,528272,163857,51.35930844,-0.15905277,,
812008,6,London,106,Bexley,U,Minor,,,552393,174764,51.45135722,0.19181869,,
811977,6,London,134,Croydon,U,Minor,,,530000,158803,51.31349530,-0.13609080,,
811914,6,London,57,Barnet,U,Minor,,,525015,195356,51.64312017,-0.19465401,,
811913,6,London,66,Hillingdon,U,Minor,,,505636,177655,51.48798893,-0.47992373,,
811912,6,London,66,Hillingdon,C,Minor,,,506371,178304,51.49368470,-0.46914598,,
811911,6,London,201,Havering,B1335,Minor,,,551993,182310,51.51926590,0.18931426,,
811910,6,London,185,Harrow,U,Minor,,,515472,193953,51.63254995,-0.33296815,,
811909,6,London,176,Bromley,B265,Minor,,,541637,163734,51.35503353,0.03273280,,
811248,6,London,176,Bromley,U,Minor,,,540125,168076,51.39442438,0.01274147,,
811247,6,London,66,Hillingdon,U,Minor,,,505537,190599,51.60435235,-0.47746930,,
811246,6,London,66,Hillingdon,U,Minor,,,508083,186501,51.56703626,-0.44198123,,
811245,6,London,175,"Richmond upon Thames",U,Minor,,,514030,173643,51.45029978,-0.36036968,,
811244,6,London,201,Havering,U,Minor,,,550356,190085,51.58956260,0.16905752,,
811243,6,London,147,Ealing,U,Minor,,,512695,180940,51.51615231,-0.37724706,,
811242,6,London,178,"Kingston upon Thames",U,Minor,,,521528,166386,51.38351920,-0.25500172,,
811241,6,London,125,"Waltham Forest",U,Minor,,,536392,189702,51.58967063,-0.03253141,,
811240,6,London,176,Bromley,U,Minor,,,547945,170399,51.41331402,0.12603014,,
811239,6,London,66,Hillingdon,U,Minor,,,510501,191136,51.60822839,-0.40565112,,
811238,6,London,185,Harrow,U,Minor,,,515416,190395,51.60058278,-0.33494850,,
811237,6,London,57,Barnet,U,Minor,,,523278,195544,51.64519288,-0.21967816,,
811236,6,London,134,Croydon,B2032,Minor,,,528829,159293,51.31816485,-0.15270645,,
811235,6,London,134,Croydon,U,Minor,,,531631,160643,51.32965747,-0.11202341,,
811234,6,London,111,Hounslow,U,Minor,,,516280,177299,51.48270188,-0.32680294,,
811233,6,London,134,Croydon,B243,Minor,,,534599,167299,51.38877826,-0.06693213,,
811232,6,London,105,Greenwich,C,Minor,,,544791,177761,51.48028027,0.08371993,,
811231,6,London,66,Hillingdon,U,Minor,,,507177,185552,51.55867929,-0.45533665,,
811230,6,London,134,Croydon,U,Minor,,,529766,158378,51.30972910,-0.13960061,,
811229,6,London,57,Barnet,U,Minor,,,524744,187856,51.57577875,-0.20123517,,
811228,6,London,167,Newham,U,Minor,,,542154,181452,51.51411519,0.04725761,,
811227,6,London,178,"Kingston upon Thames",B283,Minor,,,521173,169391,51.41060292,-0.25907619,,
811225,6,London,110,"Kensington and Chelsea",U,Minor,,,526100,178661,51.49284113,-0.18496850,,
811224,6,London,66,Hillingdon,U,Minor,,,506866,177839,51.48941186,-0.46215914,,
811223,6,London,106,Bexley,U,Minor,,,549865,175304,51.45688321,0.15569287,,
811222,6,London,66,Hillingdon,U,Minor,,,510195,186575,51.56729277,-0.41149924,,
811221,6,London,125,"Waltham Forest",U,Minor,,,539196,194362,51.63085873,0.00976690,,
811220,6,London,134,Croydon,C,Minor,,,534330,167910,51.39433280,-0.07056495,,
811219,6,London,177,Sutton,U,Minor,,,524884,162437,51.34730059,-0.20818520,,
811218,6,London,177,Sutton,U,Minor,,,522501,165608,51.37631788,-0.24129423,,
811216,6,London,134,Croydon,U,Minor,,,536605,162887,51.34865123,-0.03981397,,
811215,6,London,106,Bexley,U,Minor,,,546351,172239,51.43026109,0.10388510,,
811214,6,London,134,Croydon,U,Minor,,,531286,157387,51.30047505,-0.11816890,,
811213,6,London,66,Hillingdon,U,Minor,,,509794,186985,51.57105606,-0.41715442,,
811211,6,London,104,Lewisham,U,Minor,,,536213,172560,51.43567077,-0.04173134,,
811210,6,London,125,"Waltham Forest",U,Minor,,,538806,190699,51.59804008,0.00268648,,
811209,6,London,147,Ealing,U,Minor,,,513560,185161,51.55391682,-0.36342618,,
811208,6,London,124,Redbridge,U,Minor,,,540179,186961,51.56411201,0.02100635,,
811207,6,London,104,Lewisham,C,Minor,,,538980,172964,51.43863008,-0.00179092,,
811206,6,London,201,Havering,B175,Minor,,,551619,193945,51.62390627,0.18894324,,
811205,6,London,168,"Barking and Dagenham",U,Minor,,,548183,189186,51.58205925,0.13733370,,
811204,6,London,121,Enfield,U,Minor,,,535742,195603,51.64285413,-0.03962458,,
811203,6,London,165,Haringey,U,Minor,,,531955,189497,51.58888474,-0.09661930,,
811202,6,London,176,Bromley,U,Minor,,,547430,161680,51.33510422,0.11501748,,
811201,6,London,106,Bexley,U,Minor,,,548396,176497,51.46798940,0.13506593,,
811199,6,London,111,Hounslow,U,Minor,,,516431,175269,51.46442552,-0.32529722,,
811198,6,London,125,"Waltham Forest",U,Minor,,,538823,191091,51.60155827,0.00308663,,
811197,6,London,93,"Tower Hamlets",U,Minor,,,533471,181977,51.52095016,-0.07759966,,
811196,6,London,176,Bromley,B2158,Minor,,,545203,164167,51.35802505,0.08408487,,
811195,6,London,106,Bexley,U,Minor,,,548498,173948,51.44505904,0.13546300,,
811194,6,London,110,"Kensington and Chelsea",U,Minor,,,523770,180860,51.51311855,-0.21774243,,
811193,6,London,167,Newham,B109,Minor,,,541294,185039,51.54656315,0.03630992,,
811192,6,London,93,"Tower Hamlets",U,Minor,,,536622,183249,51.53162762,-0.03171762,,
811190,6,London,106,Bexley,U,Minor,,,545298,173164,51.43884359,0.08912808,,
811189,6,London,57,Barnet,U,Minor,,,524326,191522,51.60881744,-0.20596588,,
811188,6,London,174,"City of London",U,Minor,,,533153,181136,51.51346757,-0.08249805,,
811187,6,London,185,Harrow,U,Minor,,,512191,188469,51.58392308,-0.38210852,,
811186,6,London,175,"Richmond upon Thames",U,Minor,,,517756,172602,51.44018152,-0.30711866,,
811185,6,London,201,Havering,C,Minor,,,556294,190610,51.59266470,0.25493689,,
811184,6,London,168,"Barking and Dagenham",C,Minor,,,546925,182500,51.52231248,0.11640113,,
811183,6,London,176,Bromley,C,Minor,,,547998,164692,51.36202164,0.12441574,,
811182,6,London,175,"Richmond upon Thames",B361,Minor,,,515134,174060,51.45382435,-0.34435342,,
811181,6,London,168,"Barking and Dagenham",U,Minor,,,548516,186952,51.56189892,0.14119309,,
811180,6,London,134,Croydon,U,Minor,,,533794,168395,51.39881794,-0.07808188,,
811178,6,London,125,"Waltham Forest",U,Minor,,,538258,194007,51.62789967,-0.00391678,,
811177,6,London,107,Lambeth,B232,Minor,,,532386,171078,51.42325917,-0.09730876,,
811176,6,London,111,Hounslow,U,Minor,,,510451,174247,51.45643719,-0.41166523,,
811175,6,London,57,Barnet,U,Minor,,,520446,191835,51.61247231,-0.26186375,,
811174,6,London,177,Sutton,U,Minor,,,522815,165401,51.37438968,-0.23685636,,
811172,6,London,176,Bromley,U,Minor,,,543466,156838,51.29260573,0.05620726,,
811170,6,London,57,Barnet,U,Minor,,,527189,196252,51.65068514,-0.16292672,,
811169,6,London,104,Lewisham,U,Minor,,,535771,176487,51.47106686,-0.04658048,,
811168,6,London,104,Lewisham,U,Minor,,,537269,177253,51.47758911,-0.02472881,,
811167,6,London,168,"Barking and Dagenham",U,Minor,,,544590,184374,51.53975353,0.08353695,,
811166,6,London,165,Haringey,U,Minor,,,531928,188611,51.58092913,-0.09734126,,
811165,6,London,66,Hillingdon,U,Minor,,,508686,188028,51.58064526,-0.43281285,,
811164,6,London,103,Southwark,B215,Minor,,,533819,178016,51.48527229,-0.07408882,,
811163,6,London,66,Hillingdon,U,Minor,,,510066,180788,51.51530426,-0.41516821,,
811162,6,London,57,Barnet,B1453,Minor,,,528218,194063,51.63077991,-0.14886264,,
811161,6,London,103,Southwark,U,Minor,,,534616,173811,51.44729460,-0.06421720,,
811160,6,London,106,Bexley,U,Minor,,,548748,175914,51.46265861,0.13988441,,
811159,6,London,105,Greenwich,U,Minor,,,545286,177331,51.47628967,0.09066651,,
811158,6,London,57,Barnet,U,Minor,,,523479,188044,51.57774685,-0.21941387,,
811157,6,London,165,Haringey,U,Minor,,,531765,190278,51.59594757,-0.09906745,,
811156,6,London,66,Hillingdon,U,Minor,,,505207,189022,51.59023953,-0.48270498,,
811155,6,London,175,"Richmond upon Thames",U,Minor,,,513446,170898,51.42574547,-0.36964887,,
811154,6,London,125,"Waltham Forest",U,Minor,,,537758,194518,51.63261389,-0.01093480,,
811153,6,London,104,Lewisham,U,Minor,,,539109,174509,51.45248210,0.00067041,,
811152,6,London,178,"Kingston upon Thames",U,Minor,,,519638,167319,51.39230590,-0.28183462,,
811151,6,London,104,Lewisham,U,Minor,,,539403,171511,51.42546936,0.00371983,,
811150,6,London,66,Hillingdon,U,Minor,,,511650,185906,51.56099377,-0.39072781,,
811149,6,London,57,Barnet,B1453,Minor,,,528724,194363,51.63336042,-0.14144566,,
811148,6,London,57,Barnet,U,Minor,,,526520,189084,51.58641895,-0.17517790,,
811147,6,London,121,Enfield,C,Minor,,,531493,197763,51.66327394,-0.10018267,,
811146,6,London,66,Hillingdon,U,Minor,,,505576,183167,51.53754387,-0.47913753,,
811145,6,London,147,Ealing,U,Minor,,,520974,181143,51.51626680,-0.25791855,,
811144,6,London,104,Lewisham,U,Minor,,,537522,172459,51.43444726,-0.02295043,,
811143,6,London,201,Havering,B175,Minor,,,550873,191179,51.59925416,0.17698493,,
